id,prompt,text,label,model,domain
26325,NO-PROMPT,"To do so: Doubleclick the abgx360.ini ZIP folder. Click the Extract tab at the top of the window. Click Extract all Click Extract when prompted. Click the white abgx360 file, then press Ctrl+C. Click the Windows logo in the bottomleft corner of the screen. You can skip this entire part if you arent going to update or use this game while online. Doing so will search for the ABGX360 program. Its at the top of",human,NO-MODEL,wiki
6266,NO-PROMPT,"Regulation (EEC) No 1136/79 is repealed. However, it shall remain applicable for imports under Regulations (EC) No 3172/94 and (EC) No 757/95. Article 12. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 11 August 1995.",human,NO-MODEL,legal
6925,NO-PROMPT,This Annex shall be drawn up and updated on the basis of information communicated to the General Secretariat of the Council pursuant to the procedure referred to in Article 2 of Regulation (EC) No 789/2001 for amendments to the manual concerning the issuance of Schengen visas in third States in which not all the Schengen States are represented and shall replace the manual. Article 3. This Decision shall apply as from the date of its publication in the Official Journal of the European Union. Article 4. This Decision is addressed,human,NO-MODEL,legal
26627,NO-PROMPT,"However, if youre covering a larger window, you may want two curtains that part in the middle. For an extralarge window, you may want to consider multiple curtain panels. When youre taking your widthwise measurements, be sure to divide the final number by the number of panels you want before cutting your fabric. For instance, if you need 30 feet (9.1 m) to cover a window and you want three separate panels, each panel must be 10 feet (3",human,NO-MODEL,wiki
5498,NO-PROMPT,"Article 3. Decision 96/295/EC is hereby repealed from 1 April 1999. References to the repealed Decision shall be construed as being made to this Decision. Article 4. This Decision is addressed to the Member States. Done at Brussels, 19 October 1999.",human,NO-MODEL,legal
14318,NO-PROMPT,dunno why Im up and still bored. So yeah I just felt like updating my layout on MySpace &amp; songs. haha,human,NO-MODEL,tweets
26715,NO-PROMPT,"Select from either Horizontal or Vertical depending on how you want to mirror the image. Click on the corresponding radio button. Type in 50% in the Position field, and click OK. You will have a guide line down or across the middle of your image. The guide line only appears while youre working on your image. It will not appear on your image if you decide to print or save. The move tool is located along the lefthand side of your screen. It looks like mouse pointer",human,NO-MODEL,wiki
14755,NO-PROMPT,@bettymaccrocker aww. im glad that he gave her a shoutout. she went to bed like 20 minutes too early!!!!,human,NO-MODEL,tweets
26386,NO-PROMPT,"Then, gradually stir in the rest of the milk so there arent any lumps. For creamier hot cocoa, use cream or halfandhalf instead of milk. Carefully remove the hot mug from the microwave and stir the hot cocoa gently. You shouldnt see any lumps of cocoa. Then, stir in 1⁄4 teaspoon (1.2 ml) of vanilla extract and begin sipping your hot cocoa. You can add a handful of minimarshmallows",human,NO-MODEL,wiki
26967,NO-PROMPT,"Start this process the first day you bring your puppy home. The longer you wait, the more mess youll have to deal with, and the harder it will be to train your dog. Consider using training pads for the first few days. While these should not replace taking him outside, theyre useful as an intermediate stage. Consider them especially if you dont have a backyard. Remember that a puppy has a tiny bladder and may need to go outside as frequently as every 30 minutes. Confine",human,NO-MODEL,wiki
5746,NO-PROMPT,"The text of the Annex to this Decision is added to the Annex to Decision 1999/710/EC. Article 2. The Decision shall apply with effect from 15 December 1999. Article 3. This Decision is addressed to the Member States. Done at Brussels, 20 December 1999.",human,NO-MODEL,legal
28648,NO-PROMPT,"When youre looking at crates in your local pet store, select one that will be comfortable for your Collie. An ideal crate size for a Collie is 23 inches x 27 inches x 36 inches (58cm x 69cm x 91cm). This size would allow your Collie to move around comfortably, but wouldnt give him enough space to eliminate in a separate area. Crate training is a good way to begin house training, since your Collie would learn to eliminate only outside",human,NO-MODEL,wiki
26610,NO-PROMPT,"Take the length and width of these, calculate the area of each segment, then add everything together to get the total floorspace area. For instance, imagine you have an L shaped room: The long part of the L is 14 feet (4.3 m) long and 8 feet (2.4 m) on one end and 12 feet (3.7 m) on the other. The other walls on the part of the L that sticks out are 6",human,NO-MODEL,wiki
28143,NO-PROMPT,"Horses can inflict serious injury with their legs, so understanding how your horse uses his legs to communicate will be very important for your personal safety. Your horse will paw or stamp the ground with his front legs when he is feeling impatient, frustrated, or uncomfortable. Splayed (spread out) front legs indicates that your horse is getting ready to run or bolt. It could also mean that your horse has medical issues that prevents him from standing properly; your veterinarian will",human,NO-MODEL,wiki
19000,NO-PROMPT,"@gracefreeman grace you just made my day, its such a good album!! not many people i know like it tho favourite track?",human,NO-MODEL,tweets
15354,NO-PROMPT,"working on my epistle project! Hopefully Ill get to look for a new phone later 2day, since my old one broke yesterday",human,NO-MODEL,tweets
15117,NO-PROMPT,@DeanLand i would love to see you but im only hear for 24hrs fast biz trip,human,NO-MODEL,tweets
29539,NO-PROMPT,"For instance, the market in a resort town will likely have a lot of summertime rentals, whereas a large metropolitan area might require you to deal heavily in highrise apartments. In addition, if your area is experiencing a time of slower economic growth, youll need to be aware that it might take longer for you to build a strong customer",human,NO-MODEL,wiki
4645,NO-PROMPT,"They shall inform the Commission of any such adjustment.`. Article 2. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. It shall apply from 1 July 1997. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 30 June 1997.",human,NO-MODEL,legal
26061,NO-PROMPT,"You will install the base, the part that remains in the car. Follow the manufacturer’s instructions for removing the carrier from the base. Usually, there is simply a lever or button to activate. Many car seat bases include an attached belt with two hooks that can latch onto designated spots near your car’s seat belt area. If your car manufacturer included these, snap the hooks onto the metal bars at those designated spots. Tighten the anchor belt attached to the base until the base is sn",human,NO-MODEL,wiki
19255,NO-PROMPT,@Wossy how can i get tickets to see your show? Went on BBC site &amp; apparently your show doesnt exist! Could,human,NO-MODEL,tweets
16046,NO-PROMPT,"Driving to the Downy Court House to take care of a ticket in Bellflower, CA http://loopt.us/RurDF",human,NO-MODEL,tweets
17655,NO-PROMPT,"@thefireeternal Oh, btw, do you have a mobile number? I wanted to call you so you could listen to ATL",human,NO-MODEL,tweets
27604,NO-PROMPT,"You can set an alarm for 5:00 8:00 a.m., or you can wake up when the sunshine comes through your window. Give yourself at least 1 hour to complete the ritual, though some people spend longer. To make the paste, soak 20 or so",human,NO-MODEL,wiki
19267,NO-PROMPT,"@ChocolateeChip no fair, I wanna go to the interview with the jonas brothers I adore those boys :/ hahaha. it",human,NO-MODEL,tweets
16003,NO-PROMPT,Saw that Archie proposed to Veronica (as opposed to Betty) and immediately thought of @ltreihaft and myself,human,NO-MODEL,tweets
17054,NO-PROMPT,"@jeffcannata before I contemplate that any further, Im gonna go ahead and take that as a compliment.",human,NO-MODEL,tweets
27688,NO-PROMPT,"For instance, if you want a braid near your temple to wrap around to the back of your head, comb the hair toward the back of your head and weave the braid in that direction when you start the first couple weaves of the bra",human,NO-MODEL,wiki
31402,NO-PROMPT,"Mercury can have a toxic affect on brain cells and may harm your baby, so limit fish intake during pregnancy. Flaxseed oil, linseed oil, canola oil, and olive oil contain omega3 fatty acids without the risk of mercury. Walnuts are a mercuryfree source of healthy omega3 fatty acids. A small handful of walnuts each day can help you get a riskfree dose of omega3 fatty acids without any health risks.",human,NO-MODEL,wiki
31126,NO-PROMPT,Their stems and often the vine itself should be starting to dry out and wither. They wont keep for more than a few days before spoiling. Use a pair of shears to cut,human,NO-MODEL,wiki
18187,NO-PROMPT,my attempt at downloading OS 3 beta was a fail so Ill have to wait like everyone else,human,NO-MODEL,tweets
29906,NO-PROMPT,"The classic hair bow shape looks pretty with any type of fabric or pattern. Choose a solid color that matches your favorite outfit or go for a funky pattern that will make a statement. Consider the following options when you pick out your fabric: Sturdy fabrics like cotton, linen or denim will make your bow stiff and wellshaped. Stretchy or limp fabrics will create a floppy bow. Choose a fabric with a texture that will create the look you want.",human,NO-MODEL,wiki
28654,NO-PROMPT,"You want him to instantly obey commands such as Sit and Stay. This way, you have control over the dog if he starts chasing the cat. Give the cat time to get used to her new environment before she meets your dog. Once shes comfortable in her safe room, let your cat and dog get to know each other. Take the dog for a long walk prior to the meeting so that he is tired when he meets the cat. Keep your dog on a leash when the",human,NO-MODEL,wiki
5688,NO-PROMPT,"The authorisation is without prejudice to any further authorisation or procedures which may be required under other legislation. Article 2. Member States which grant derogations pursuant to this Decision shall submit a report thereon to the Commission before 1 March 2005. Article 3. This Decision is addressed to the Member States. Done at Brussels, 29 November 2004.",human,NO-MODEL,legal
27878,NO-PROMPT,"Stick to a clear liquid diet to stay hydrated and keep your electrolytes in balance without stressing your stomach. Have 56 small meals throughout the day, or just sip on these fluids every few minutes as you can tolerate it. The clear liquid diet includes: Water (carbonated and flavored waters are okay) Fruit juice with no pulp, fruit punch, and lemonade Bubbly drinks, including soda (though its important to choose",human,NO-MODEL,wiki
5616,NO-PROMPT,"Article 1. The Annex to Regulation (EC) No 832/2006 is replaced by the text set out in the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 27 October 2006.",human,NO-MODEL,legal
27514,NO-PROMPT,"This part of their personality doesnt go away in relationships! If they feel confined in your relationship, they will hightail it outta there faster than you even realize whats going on. This isnt necessarily a bad thing so long as you can comfortably accommodate them! Some people will not be okay with a lover they cant attach themselves at the hip to. If this is you, youll probably be better off dating a different sign! This is a factor that the quintessential Sagittarius person will",human,NO-MODEL,wiki
3830,NO-PROMPT,"HAS ADOPTED THIS DECISION: Article 1. The regulations and administrative provisions set out in the recitals to this Decision and which concern the implementation of Regulation (EEC) No 797/85 in the GrandDuchy of Luxembourg satisfy the conditions for a Community financial contribution towards the common measure referred to in Article 1 of the said Regulation. Article 2. This Decision is addressed to the Grand Duchy of Luxembourg. Done at Brussels, 11 December 1986.",human,NO-MODEL,legal
6398,NO-PROMPT,"2. The Annex is replaced by the Annex to this Regulation. Article 2. This Regulation shall enter into force on the third day following that of its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 1 July 2003.",human,NO-MODEL,legal
28749,NO-PROMPT,"Download an app on your computer or tablet that uses math to solve puzzles or complete different levels in the game. You can also play oldfashion board games, like Monopoly or Yahtzee, to exercise your math skills while still having fun. Dice and Card games are also great ways to develop and test your math skills. There are a lot of tricks in math that are fun to know because they save you a lot of time. They are often interesting, too. For example,",human,NO-MODEL,wiki
5448,NO-PROMPT,"In the Annex to Regulation (EC) No 2019/94, the model Certificate of Conformity is replaced by the model in the Annex to this Regulation. Article 2. Certificates issued in accordance with Regulation (EC) No 2019/94 before the date of entry into force of this Regulation shall continue to be valid. This Regulation shall enter into force on the tenth day following its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and",human,NO-MODEL,legal
28344,NO-PROMPT,"Pour 4 ounces (120 ml) of gin over the ice, and then add 1 ounce (30 ml) of dry vermouth. Dry vermouth is perishable so make",human,NO-MODEL,wiki
3162,NO-PROMPT,"As from 7 July 1987 the levying of customs duties, suspended pursuant to Council Regulation (EEC) No 3925/86, shall be reestablished in respect of the following products, imported into the Community and originating in Argentina: 1.2.3.4.5 // // // // // // Code // Category // CCT heading No // NIMEXE code (1986) // Description // // // // // // // (1) // (2) // (3)",human,NO-MODEL,legal
5354,NO-PROMPT,"Article 1. The export refunds on the products listed in Article 1(1)(a) of Regulation (EC) No 1260/2001, undenatured and exported in the natural state, as fixed in the Annex to Regulation (EC) No 711/2003 are hereby altered to the amounts shown in the Annex hereto. Article 2. This Regulation shall enter into force on 1 May 2003. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels",human,NO-MODEL,legal
17134,NO-PROMPT,"There are so many things Im not sure of in life, but with all certainty at this very minute, all I know is",human,NO-MODEL,tweets
30305,NO-PROMPT,"Dilute the fertilizer to onefourth the recommended strength and mist the air plant with the solution in the morning. An air plant that is receiving adequate fertilizer will grow vigorously and have a healthy color, usually bright graygreen but this varies. Inadequate fertilizer will result in slow growth, but excessive fertilizer will turn the leaves brown and brittle. Air plants require healthy air circulation. Although they need to get their leaves wet, if they do not dry quickly the air",human,NO-MODEL,wiki
19056,NO-PROMPT,@alissas every year I say Im going to make it up to Lollapalooza and every year I cant go,human,NO-MODEL,tweets
4991,NO-PROMPT,"(a) it does not exceed the maximum quantity available for each period during which applications must be lodged. (b) prior to expiry of the time limit laid down for the submission of licence and certificate applications, proof has been provided that the party concerned has lodged a security of ECU 23 per tonne. Article 4. This Regulation shall enter into force on 1 July 1993. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels",human,NO-MODEL,legal
25594,NO-PROMPT,"There are other options for similar tools, but few support YouTube, are free, and contain no ads or malware. Yout.com is a fairly new site that presently meets these criteria. Downloading a YouTube video may not be legal in your location, depending on how you want to use the file. Be familiar with the laws in your area and do any downloading at your own risk. You’ll want to do this in a separate tab so you can keep Yout open. Now you’ll start",human,NO-MODEL,wiki
3086,NO-PROMPT,"All applications for import licences from 1 to 5 December 2004 for highquality fresh, chilled or frozen beef and veal as referred to in Article 2(f) of Regulation (EC) No 936/97 shall be granted in full. 2. Applications for licences may be submitted, in accordance with Article 5 of Regulation (EC) No 936/97, during the first five days of January 2005 for 6 067,098 t. Article 2. This Regulation shall enter into force on 11",human,NO-MODEL,legal
6910,NO-PROMPT,"The second paragraph of Article 2 of Regulation (EEC) No 332/80 is hereby repealed. Article 2. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. It shall apply with effect from 1 March 1981. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 9 March 1981.",human,NO-MODEL,legal
4339,NO-PROMPT,"Member States shall amend the measures which they apply to trade so as to bring them into compliance with this Decision. They shall immediately inform the Commission thereof. Article 3. Addressees. This Decision is addressed to the Member States. Done at Brussels, 5 December 2007.",human,NO-MODEL,legal
4811,NO-PROMPT,"Article 1. In Article 6 of Decision 2006/210/EC, the second sentence is replaced by the following: ‘It shall apply until 31 December 2012.’. Article 2. This Decision shall take effect as from 1 January 2010. Done at Brussels, 4 February 2010.",human,NO-MODEL,legal
25810,NO-PROMPT,"Lawyers charge by the hour and the rate is often above $300 per hour. Even if you don’t need a lawyer, divorce will cost you in many ways: Your assets will likely be divided. This includes your home, vehicles, retirement, and savings. If either of you signed a prenuptial agreement, you may walk away from the divorce with little to nothing. On the other hand, many prenuptial agreements have a cheating clause built into them which could leave you",human,NO-MODEL,wiki
3970,NO-PROMPT,"The measures may not be cofinanced by Community funds from the European Regional Development Fund. Article 3. Portugal shall inform the Commission, within two months of notification of this Decision, of the measures taken to comply with it. Article 4. This Decision is addressed to the Portuguese Republic. Done at Brussels, 15 October 2003.",human,NO-MODEL,legal
29322,NO-PROMPT,"Know what region you want your green coffee beans to come from. If there are any characteristics or flavor profiles youre really interested in, write them down on a piece of paper and bring it with you so you can show the seller. Not sure where to buy green coffee beans in person? Search online for green coffee bean vendors near me to find a local vendor. Ordering green coffee beans online opens up your options, but its important you research sellers before you buy from them. Read reviews",human,NO-MODEL,wiki
29118,NO-PROMPT,"There are two kinds of aftershave: aftershave splash and aftershave balm. Aftershave splash is a scented, alcohol based astringent. Aftershave balm is a hydrating lotion with a more mild scent. Experiment with a variety of aftershave brands and products to find one that soothes your razor burn. Aftershaves with vitamin E, provitamin B5, and chamomile are especially good for raz",human,NO-MODEL,wiki
17179,NO-PROMPT,"Im a geek wannabe: my name is going to Mars. California is winning in the nerd quotient, though. Cant have that",human,NO-MODEL,tweets
13978,NO-PROMPT,@Michelle_ZOMFG last week I enjoyed but this week is a different ball game! science and history,human,NO-MODEL,tweets
6900,NO-PROMPT,Article 1. The export refunds on the products listed in Article 1 of Regulation (EC) No 1518/95 are hereby fixed as shown in the Annex to this Regulation. Article 2. This Regulation shall enter into force on 1 July 2005,human,NO-MODEL,legal
7027,NO-PROMPT,"The Annex to Regulation (EEC) No 388/92 is replaced by the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. It shall apply from 1 January 2000. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 10 December 1999.",human,NO-MODEL,legal
6067,NO-PROMPT,"HAS ADOPTED THIS DECISION: Article 1. Exceptional State aid by the Latvian authorities for loans for the purchase of agricultural land, amounting to a maximum of LVL 8 million and granted between 1 January 2010 and 31 December 2013, shall be considered to be compatible with the internal market. Article 2. This Decision is addressed to the Republic of Latvia. Done at Brussels, 16 December 2009.",human,NO-MODEL,legal
17405,NO-PROMPT,Spending my mothers day with my little man!!! Happy Mothers Day to all you Moms out there!,human,NO-MODEL,tweets
4735,NO-PROMPT,"In order to be approved under the measure provided for in Article 24 (1) of Decision 90/424/EEC, programmes submitted by the Member States to the Commission must meet the following criteria: for eradication programmes: the criteria set out in Annex I. for monitoring programmes: the criteria set out in Annex II. Article 2. This Decision is addressed to the Member States. Done at Brussels, 27 November 1990.",human,NO-MODEL,legal
17939,NO-PROMPT,My office just donated 2 cases of Zola Acai Energy Smoothies for the #MITM4E Selma march. Rock,human,NO-MODEL,tweets
14345,NO-PROMPT,@AaronMonheim Thanks. Ill bitch at him later. Glad you got there safe/Sorry I missed you yesterday/Have a good summer big,human,NO-MODEL,tweets
3950,NO-PROMPT,"The review shall also assess whether there is a continuing need for the special conditions.. 3. Annex II is replaced by the text in the Annex to this Decision. Article 2. This Decision is addressed to the Member States. Done at Brussels, 4 August 2003.",human,NO-MODEL,legal
15047,NO-PROMPT,"english was soo boring, we watched tokyo drift whilst everyone else was at the biology exam, One mark off getting a 1",human,NO-MODEL,tweets
17674,NO-PROMPT,@melsidwell i will look for a good site to point you to! but if you google ;refined sugar detox,human,NO-MODEL,tweets
17752,NO-PROMPT,MIffed to discover that I only own De La Souls ;Stakes Is High; on cassette! And iTunes/Amazon dont,human,NO-MODEL,tweets
14473,NO-PROMPT,Pretty sure I was going to be on time tonight BUT cant find my green Swarovski bracelet,human,NO-MODEL,tweets
7662,NO-PROMPT,"Article 2. With effect from 1 January 2009 the rate, in Articles 4(1) and 8 of Annex VIII to the Staff Regulations, and in the fourth paragraph of Article 40 and in Article 110(3) respectively of the Conditions of Employment of Other Servants, for the calculation of compound interest shall be 3,1 %. Article 3. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety",human,NO-MODEL,legal
18260,NO-PROMPT,its sad when i dont want to call you bc i dont want to know when she is there *s&amp;b*,human,NO-MODEL,tweets
29219,NO-PROMPT,"You should also understand that Italy is a very regionalized country. The unified Italian state was only formed in the latter half of the nineteenth century, and consequently there are tremendous regional differences within the country. Provincial subcultures are especially strong, and the broader divide between northern and southern Italians is a fact that many within the country remain particularly conscious of.. Many Italians can speak English, but its useful to learn Italian as it is the official language of Italy. Understand that a language can",human,NO-MODEL,wiki
31415,NO-PROMPT,"Youll be roasting with the peel on, so it needs to be clean. Scoop out the seeds and discard. Youll see a neat little hole emerge in each half once the seeds and seed webbing have been scraped out. Add dabs of butter evenly across each half. Sprinkle salt and freshly black pepper across each half. Toss the thyme sprigs here and there on the halves. Roast for 4550 minutes, or until the squash feels tender to",human,NO-MODEL,wiki
6618,NO-PROMPT,"The provisions contained in deliberazione No 176 of 4 May 1988 of the Region of Molise and forwarded by the Italian Government pursuant to Article 24 (4) of Regulation (EEC) No 797/85 satisfy the conditions for a Community contribution to the common measure provided for in Article 1 of the said Regulation, subject to the following conditions: (a) Italy shall ensure that investment aid granted to farmers not submitting an improvement plan complies with the limitations and restrictions provided",human,NO-MODEL,legal
3882,NO-PROMPT,"Products put on the market or labelled before 1 July 1996 which do not comply with this Directive may, however, be marketed until stocks are exhausted. Article 3. This Directive shall enter into force on the third day following that of its publication in the Official Journal of the European Communities. Article 4. This Directive is addressed to the Member States. Done at Brussels, 26 July 1995.",human,NO-MODEL,legal
4267,NO-PROMPT,"From 16 June to 31 December 1987, the levying of customs duties applicable to third countries shall be reestablished on imports into the Community of the following products: 1.2.3.4 // // // // // Order No // CCT heading No // Description // Origin // // // // // 01.0190 // 76.02 // Wrought bars, rods, angles, shapes and sections, of aluminium; wire // Yugoslavia //",human,NO-MODEL,legal
2519,NO-PROMPT,"HamasIzz alDin alQassem (terrorist wing of Hamas). Palestinian Islamic Jihad (PIJ). Article 2. This Decision shall be published in the Official Journal. It shall take effect on the day of its publication. Done at Brussels, 27 December 2001.",human,NO-MODEL,legal
3570,NO-PROMPT,"HAS ADOPTED THIS DIRECTIVE: Article 1. In Article 11 of Directive 81/363/EEC, 31 December 1984 is hereby replaced by 31 December 1986. Article 2. This Directive is addressed to the Member States. Done at Brussels, 18 December 1984.",human,NO-MODEL,legal
7336,NO-PROMPT,". Annex F.4 concerning customs formalities in respect of postal traffic with a general reservation and reservations with regard to Standards 19 and 26 and Recommended practices 23, 24 and 25. The texts of Annexes E.7 and F.4 to Convention appear in Annexes I and II respectively to this Decision, which contain, in the appendices, the corresponding reservations expressed by the Community. Article 2. The President of the Council is hereby authorized to designate the person entitled to notify",human,NO-MODEL,legal
31044,NO-PROMPT,"Recent studies show that people who enjoy reading novels are more easily able to empathize with others, a sign of a strong and wellrounded mind. If you want to work on increasing your mental strength, read a variety of things that you enjoy. You dont have to jump straight into reading Ulysses if you want to improve your mental strength, and in fact, trying to read something too difficult might turn you off reading entirely. Instead, focus on reading things you enjoy. Westerns",human,NO-MODEL,wiki
18910,NO-PROMPT,"FF 3.5 now has built in ubiquity, great idea, really excited abouting getting home tommorow. only I",human,NO-MODEL,tweets
6628,NO-PROMPT,Article 1. The text of the Annex to this Regulation shall replace the corresponding text of the Annex to Regulation (EC) No 3362/94. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities. This Regulation shall be,human,NO-MODEL,legal
6733,NO-PROMPT,"Article 1. Transfers between the quantitative limits for textile goods originating in Macao fixed by the Agreement between the EC and Macao on trade in textile products are authorised for the quota year 2001 in accordance with the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day following that of its publication in the Official Journal of the European Communities. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 9 November",human,NO-MODEL,legal
29649,NO-PROMPT,Jewelry is always a welcome gift but you dont have to pay a lot for it if you make your own. Buy an inexpensive cotton cord from the craft store along with some multicolored beads. Make paper beads out of gift wrap or their favorite magazines. Just ask their permission first! They are also available in any craft store for a small amount. Cut 48 inches (121.9 cm) of the cord and start threading some beads into it. Rub some,human,NO-MODEL,wiki
26511,NO-PROMPT,"Birth control pills are widely available and can be inexpensive, making them an attractive option; however, depending on your needs, health, and preexisting medical conditions, certain choices may be better for you, so it’s important to discuss your birth control needs with your healthcare provider. There are two main kinds of birth control pills. Combination pills use the hormones estrogen and progestin. Another type, the minipill, uses only progestin. Combination pills also come in two",human,NO-MODEL,wiki
17612,NO-PROMPT,Spent day in garden supervising the cutting back of trees and bushes ready for council green pickup.Garden looks better now.,human,NO-MODEL,tweets
31188,NO-PROMPT,"A stone that is readily malleable—i.e. easy to shape by hammering, crushing, or bending it—the stone is more likely a",human,NO-MODEL,wiki
26905,NO-PROMPT,"Start from the bottom of her hair and work your way up to gently loosen any tangles. Go slowly, being careful not to pull. Smooth her hair with your palms a few times once you’ve finished. Use your fingers if there isn’t a comb handy, or if you’d just rather have a more handson experience. Your main goal here is only to have an intimate moment with your lady, so don’t worry about doing anything too complex. First, separate her hair, or",human,NO-MODEL,wiki
6403,NO-PROMPT,"‘Article 5(c) shall apply from 30 November 2008.’. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Union. It shall apply from 1 July 2008. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 2 July 2008.",human,NO-MODEL,legal
28252,NO-PROMPT,"If youre using a Mac that doesnt have Chrome installed, you can use the Safari method instead. Open Google Chrome if it isnt already open, then click ⋮ in the topright corner of the window and click New incognito window near the top of the resulting dropdown menu. This step may seem unnecessary, but it ensures that you wont have to log out of (and then log back into) your Instagram account. You can also press Ctrl+⇧ Shift+N (Windows) or",human,NO-MODEL,wiki
19006,NO-PROMPT,life should be exciting today but someone very close to me has mardy bum and its starting to rub off on me!!,human,NO-MODEL,tweets
7406,NO-PROMPT,"Article 1. The areas of Ireland listed in the Annex hereto shall be included in the Community list of lessfavoured farming areas within the meaning of Article 3 (4) of Directive 75/268/EEC. Article 2. Directive 75/272/EEC is hereby repealed. Article 3. This Directive is addressed to Ireland.Done at Luxembourg, 27 June 1985.",human,NO-MODEL,legal
29040,NO-PROMPT,This is easier if you use a specially designed software package. This doesnt mean buying into a fullservice program right away. You should be able to find a program that just handles delivery and shipping coordination. Make use of freetrial offers before picking a program. Coordinating loading and unloading means trying to schedule the arrival and departure of trucks in such a way that they will not have to wait while other trucks are being loaded or unloaded. Make sure that your docks are constantly being used and,human,NO-MODEL,wiki
28469,NO-PROMPT,"that describe your likes and interests. After this, click Text or Video and Omegle will try to connect you with a stranger who wants to chat about something similar. If Omegle cant find any other users who want to talk about the same subjects as you, it will simply connect you to a random use as it normally would",human,NO-MODEL,wiki
3832,NO-PROMPT,"September and October: 48,24. November (1 to 20): 44,02. Article 2. This Regulation shall enter into force on 21 July 1986. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 18 April 1986.",human,NO-MODEL,legal
7300,NO-PROMPT,"Pouillon is added to the names of cantons in the twelfth indent of point 3. Article 2. This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities. It shall apply from the 1989/90 wine year. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 16 May 1989.",human,NO-MODEL,legal
18166,NO-PROMPT,Maria I never got anything in the mail. I checked the address and its right but nothing ever came,human,NO-MODEL,tweets
26180,NO-PROMPT,"When you see mushrooms appear, simply pull them out of the ground. You can also try mowing or raking over the mushrooms, but this will heighten the chances of them spreading spores across your lawn.",human,NO-MODEL,wiki
16222,NO-PROMPT,"Dead like me was such a great tv show, why did it have to end? same goes for Pushing Daisies",human,NO-MODEL,tweets
27970,NO-PROMPT,"Your friend probably feels ashamed, guilty, and emotionally hurt. Lecturing your friend wont help you connect or maintain your relationship. You may feel angry or guilty about your friends attempt and want to ask about why they didnt ask for help. But questioning your friend wont be the most helpful for them or your relationship if the attempt was recent. Dont pretend like the attempt never happened or ignore it and hope that things go back to normal. You should not completely ignore what happened, even if your friend",human,NO-MODEL,wiki
27833,NO-PROMPT,"Accordingly, you should learn the security features used on cards in your state and in surrounding states. Fortunately, there is plenty of information available: Purchase the I.D. Checking Guide from the Driver’s License Guide Company. It contains updated information on licenses in the U.S. and Canada. You can order by calling 8002278827. Pick up any statepublished reference. Your state might have published a booklet or handout on authenticating their state I.",human,NO-MODEL,wiki
26306,NO-PROMPT,"Generally, you can use short journal articles or webpages for a shorter paper. For a longer paper, youll likely need to look at books and longer scholarly articles. While the requirements differ based on your assignment and the topic youre researching, you may find these guidelines helpful: 1 to 2page paper: 2 to 3 webpages or short journal articles 3 to 5page paper: 4 to 8 journal or scholarly articles, webpages, or books 5 to 10page paper: 6 to",human,NO-MODEL,wiki
4607,NO-PROMPT,"The EU selling prices, as referred to in Article 25(1) of Regulation (EC) No 104/2000, applicable during the 2010 fishing year for the products listed in Annex II to that Regulation and the presentations and conversion factors to which they relate are set out in the Annex to this Regulation. Article 2. This Regulation shall enter into force on the day following its publication in the Official Journal of the European Union. It shall apply from 1 January 2010. This Regulation shall be binding",human,NO-MODEL,legal
5225,NO-PROMPT,"Article 1. For Community and national food aid operations under international agreements or other supplementary programmes, and other Community free supply measures, the refunds applicable to cereals and rice sector products shall be as set out in the Annex. Article 2. This Regulation shall enter into force on 1 July 2007. This Regulation shall be binding in its entirety and directly applicable in all Member States. Done at Brussels, 29 June 2007.",human,NO-MODEL,legal
3069,NO-PROMPT,"The rate shall be that used by the Commission during the period in question to calculate the net grant equivalent of regional aid. Article 3. Germany shall inform the Commission, within two months of the notification of this Decision, of the measures taken to comply herewith. Article 4. This Decision is addressed to the Federal Republic of Germany. Done at Brussels, 11 November 1998.",human,NO-MODEL,legal
